순위,상품번호,도서명,부제목,저자,출판사,출판일,할인율,판매가,정가,판매지수,리뷰수,평점
725,153717914,"AI 시대, 일 잘하는 사람들의 비밀",지금 당장 써먹는 나만의 AI 업무비서 레시피,남시언,아티오,2025년 09월,10%,"19,800원","22,000원",288,7,9.7
726,153663553,직장인을 위한 AI 실무 엑셀&파워포인트&워드,,"박미정,박은진",길벗,2025년 09월,10%,"23,400원","26,000원","1,758",11,10.0
727,153620057,딥러닝의 정석 with 파이토치,,"김현정,유상현",길벗캠퍼스,2025년 09월,,"34,000원","34,000원",798,0,
728,153497959,"기본 이론에서 실무 예제까지, HANA 기반 Easy ABAP 3.0",SAP ERP 개발자를 위한 완벽 가이드,"김성준,박재형,임재원,한익환,장성일",프리렉,2025년 09월,10%,"54,000원","60,000원","3,600",2,10.0
729,153294917,AI와 자금 세탁 방지,,임명수,커뮤니케이션북스,2025년 09월,,"12,000원","12,000원",126,0,
730,153279453,AI와 함께 여는 글쓰기 교육의 미래,자기주도적 AI 쓰기 프로젝트의 설계와 실행,양일동,지식과감성#,2025년 09월,10%,"20,700원","23,000원",438,6,10.0
731,152815857,VPython으로 시작하는 융합 시뮬레이션 수업,"과학과 수학, AI가 더 재미있어지는 3D 코딩 챌린지","송석리,박솔애",길벗,2025년 09월,10%,"22,500원","25,000원","4,155",1,10.0
732,152649327,"미드저니와 ComfyUI로 완성하는, 게임 그래픽",,양영민,비엘북스,2025년 08월,10%,"29,700원","33,000원","2,088",2,10.0
733,152579220,AI와 우주 탐사,,안형준,커뮤니케이션북스,2025년 09월,,"12,000원","12,000원",240,0,
734,152552709,실전 공무원 AI 매뉴얼 핵심 기법 10가지,,"신현준,이선영",BOOKK(부크크),2025년 08월,,"10,900원","10,900원",168,0,
735,152363144,초보자도 쉽게 배우는 엑셀 2024 길라잡이,2007~2024 Office365 모든 버전 활용 가능,김영주,정보문화사,2025년 09월,10%,"20,700원","23,000원",828,28,9.7
736,151852205,미리캔버스로 끝내는 디자인&마케팅,디자인이 곧 돈이다!,박길현,아티오,2025년 08월,10%,"18,900원","21,000원",768,9,9.8
737,151780100,된다! 하루 만에 만드는 AI 사진 & 이미지,"챗GPT부터 미드저니까지 다 통한다! 광고 사진, 카드 뉴스, 섬네일, AI 인물 모델 등 인스타그램, 유튜브, 블로그 어디든 활용 가능!",김원석,이지스퍼블리싱,2025년 08월,10%,"16,020원","17,800원","3,912",40,10.0
738,151761784,Do it! 알고리즘 코딩 테스트 파이썬 편,코딩 테스트를 처음 경험하는 취준생의 필독서,김종관,이지스퍼블리싱,2025년 09월,10%,"31,500원","35,000원","2,028",8,7.0
739,151667493,코딩 자율학습 리액트 프런트엔드 개발 입문,리액트 19와 타입스크립트로 배우는 실무 중심 프런트엔드 개발 자습서,김기수,길벗,2025년 09월,10%,"37,800원","42,000원","2,184",21,9.9
740,151379311,돌꿈_컴기초꿈트리(윈도우11_AI 친구들),,KIE 기획연구실저/방컴(쌤과 아이들)감수,아카데미소프트,2025년 09월,10%,"12,600원","14,000원","1,734",0,
741,151359723,파이토치로 완성하는 실전 강화학습,"REINFORCE, A2C, DQN, DDQN, PPO, A3C 이론과 구현을 한번에!",윤성진,에이콘온,2025년 08월,5%,"43,700원","46,000원",522,0,
742,151347071,데이터ㆍAI 시스템 아키텍트를 위한 실무 가이드,"데이터 사이언스 기초부터 장애복구와 고가용성 설계까지, AI 시스템 설계 실전 전략",윤대희,위키북스,2025년 08월,10%,"37,800원","42,000원",582,0,
743,151270068,AI 혁명을 이끈 천재들,"인공지능의 과거, 현재, 미래를 읽다",이승민,좋은습관연구소,2025년 09월,10%,"18,900원","21,000원","2,184",4,10.0
744,151171136,누구나 쉽게 배우는 Python+Django,Spring Boot 까지 함께 비교하며 익히는 웹개발 입문서,최준삼,라임하우스,2025년 08월,,"18,000원","18,000원",198,0,
745,151152657,AI 영상×미드저니·런웨이·소라·클링·하이루오,귀찮고 복잡한 일은 AI에게 맡기고 나는 상상에 집중한다,안재홍,길벗,2025년 08월,10%,"23,400원","26,000원","4,068",16,9.6
746,151041989,삼성에서 ERP로 먹고사는 컨설턴트가 알려주는 ABAP of SAP,,"주호재,서기준",생능북스,2025년 08월,10%,"22,500원","25,000원","1,728",3,9.3
747,150709449,교사를 위한 실무 한글 _ 학교 업무 효율성 높이는 66제,"문서 작성 기초 떼고 스타일, 상용구, 메일머지, 공문서, 보고서, 수업자료, 눌라운 꿀팁까지",한동규,앤써북,2025년 08월,10%,"15,930원","17,700원","2,970",19,9.8
748,150701473,"요즘 AI 에이전트 개발, LLM RAG ADK MCP LangChain A2A LangGraph","60가지 예제로 배우는 인공지능 에이전트 개발, 싱글 Agent부터 멀티 Agent 시스템 설계 및 협업 방식까지",박승규,골든래빗,2025년 08월,10%,"28,800원","32,000원","8,058",0,
749,150698238,피그마 with AI,,신승희,길벗캠퍼스,2025년 08월,,"27,000원","27,000원",930,4,10.0
750,150313781,실전 AI 코딩 첫걸음,,안효정,북랩,2025년 08월,10%,"21,600원","24,000원",168,0,
751,150240159,Do it! 알고리즘 코딩 테스트 C++ 편,코딩 테스트를 처음 경험하는 취준생의 필독서,김종관,이지스퍼블리싱,2025년 08월,10%,"35,100원","39,000원","1,488",6,10.0
752,150109454,클라우드 최소한의 기술 이야기,,김명신,레비랩스,2025년 08월,10%,"18,000원","20,000원","1,278",14,9.7
753,150009333,보고서 기획서 고민 없이 시작해서 30분 만에 끝내주는 프롬프트 책,feat. 챗GPT·퍼플렉시티·젠스파크·클로드·제미나이·그록·코파일럿·마누스·딥시크·펠로·뤼튼·클로바X·마이크로소프트 디자이너·이미지 크리에이터·릴스AI·윔지컬·슬라이드고·샬리·캔바·감마,박경수,한빛비즈,2025년 08월,10%,"19,800원","22,000원","3,450",16,9.0
754,149857559,개념기반 단원 설계를 위한 ChatGPT 활용레시피,2022 개정 교육과정,정지영,내하출판사,2025년 08월,,"20,000원","20,000원","1,308",0,
755,149853030,아키텍트 첫걸음,아키텍처 설계 기본 원칙부터 실무 적용까지,요네쿠보 다케시저/조다롱역/서준호감수,한빛미디어,2025년 07월,10%,"23,400원","26,000원",702,6,9.7
756,149680614,아는 만큼 보이는 생성형 AI,"챗GPT, 제미나이, 클로드, 클로바X, 달리, 미드저니, 스테이블 디퓨전, 수노, 유디오까지 한 권으로 보는 생성형 AI 기술과 트렌드",김주영,길벗,2025년 07월,10%,"19,800원","22,000원","1,704",26,9.7
757,149421496,쉽게 배우는 운영체제,,조성호,한빛아카데미,2025년 07월,,"33,000원","33,000원","3,288",3,10.0
758,149405513,라이노 3D로 주얼리를 만들자,,김현철,창조와지식,2025년 07월,10%,"23,400원","26,000원",132,1,10.0
759,149370133,회사에서 바로 통하는 실무 엑셀 데이터 활용+분석,"챗GPT 활용법 수록, 모든 버전 사용 가능","김경자,송선영",한빛미디어,2025년 07월,10%,"23,400원","26,000원","2,700",26,9.9
760,149359593,AI 프롬프트 예제: 마케팅 활용편,,하재웅,딥인사이트,2025년 05월,10%,"5,400원","6,000원",201,0,
761,149224228,모두의 인공지능 with 파이썬,"머신러닝, 딥러닝부터 생성형 AI까지 쉽게 배우는 인공지능 입문서!",이영호,길벗,2025년 07월,10%,"27,000원","30,000원","2,646",14,10.0
762,148832134,스퀘어 에닉스의 게임 AI,,스퀘어 에닉스저/송지연역,AK(에이케이 커뮤니케이션즈),2025년 07월,5%,"46,550원","49,000원",606,0,
763,148704026,마인크래프트 건축 가이드 마법 프로젝트,,Mojang Studio저/강세중역,영진닷컴,2025년 07월,10%,"12,600원","14,000원","1,113",2,10.0
764,148562901,노션 템플릿 상점,노션 앰배서더 Rei가 만들고 노슈니가 먼저 써본 템플릿과 활용법 모두 모음집,Rei저/노슈니감수,길벗,2025년 07월,10%,"19,800원","22,000원","9,318",144,9.8
765,148475570,숏폼 마케팅 with 캡컷,,김혜림,생능북스,2025년 07월,10%,"16,200원","18,000원","2,118",23,9.7
766,148386650,UX×AI 인사이트,인공지능 시대의 UX 디자인 원칙과 UX 리서치 노하우,오의택,비제이퍼블릭(BJ퍼블릭),2025년 07월,10%,"19,800원","22,000원",906,31,10.0
767,148368955,잘 통하는 보고서 작성의 비밀,"1,000만 직장인을 위한 성공적인 보고서 작성의 4가지 조건",임영균,한빛미디어,2025년 07월,10%,"18,000원","20,000원","2,628",32,9.6
768,148350160,AI 에디터 커서 Cursor 완벽 가이드,,키노시타 유이치로저/김모세역,영진닷컴,2025년 07월,10%,"19,800원","22,000원","3,426",8,9.5
769,148082413,나는 CODAP으로 데이터 분석한다,CODAP으로 배우는 데이터 분석의 정석!,"최정원,류현욱,박근영,박예람,유동호저 외 6명정보 더 보기/감추기최정원류현욱박근영박예람유동호유하연이완범이원경이지현최희진허영주",씨마스,2025년 06월,10%,"22,500원","25,000원","3,822",52,10.0
770,148036042,마이크로소프트 파워오토메이트,노코드로 완성하는 RPA 업무자동화 실무편,정송화,하움출판사,2025년 06월,10%,"28,800원","32,000원",684,0,
771,147977536,Java의 정석,,남궁성,도우출판,2025년 06월,5%,"38,000원","40,000원","4,116",47,10.0
772,147966221,인생 유니티 VR 교과서,유니티로 AI 시대의 핵심 XR 콘텐츠 제작 역량 빌드업!,"이영호,박현상,탁광욱,이영훈,김현진저 외 2명정보 더 보기/감추기이영호박현상탁광욱이영훈김현진김정윤나유선",성안당,2025년 06월,10%,"31,500원","35,000원",474,2,9.0
773,147965771,크리에이터를 위한 ChatGPT 활용 대전,,쿠니모토 치사토저/챗GPT 연구회역,정보문화사,2025년 06월,10%,"18,000원","20,000원",768,26,9.8
774,147755006,AI와 조직 커뮤니케이션,,오창우,커뮤니케이션북스,2025년 06월,,"12,000원","12,000원",72,0,
775,147648741,이것이 스프링 부트다 with 자바,"JPA와 AWS, 챗GPT까지 스프링 부트를 활용한 백엔드 프로젝트 실습서",김희선,한빛미디어,2025년 06월,10%,"32,400원","36,000원","2,412",29,9.9
776,147569642,다양한 예제로 배우는 AUTODESK Fusion (오토데스크 퓨전) : 초급편,,조성일,청담북스,2025년 05월,5%,"30,400원","32,000원",882,2,10.0
777,147569409,테디노트의 랭체인을 활용한 RAG 비법노트 [심화편],"RAG 성능을 극대화하는 리랭커, 에이전트, 평가, 배포까지 완전 정복",이경록,리코멘드,2025년 06월,10%,"25,200원","28,000원","3,396",1,6.0
778,147561128,게임 UI 디자인 교과서,,"이은정,김범석",길벗캠퍼스,2025년 06월,,"33,000원","33,000원",444,1,10.0
779,147316336,인공지능시대 윤리적 쟁점들,,정원섭,소명출판,2025년 05월,5%,"15,200원","16,000원",204,0,
780,147132535,코딩런 픽셀월드 대모험 피스켈&엔트리,,코딩연구소,마린북스,2025년 05월,10%,"13,500원","15,000원",588,0,
781,147127904,커서 AI로 나만의 수익형 앱 서비스 만들기,"인디 해커를 위한 나 홀로 기획, 디자인, 개발로 수익까지",빈센트,루비페이퍼,2025년 06월,10%,"25,200원","28,000원","2,760",4,10.0
782,147115595,LLM 인 프로덕션,대규모 언어 모델의 성공적인 제품화 전략,"크리스토퍼 브루소,매슈 샤프저/307번역랩,류광역",위키북스,2025년 06월,10%,"31,500원","35,000원",954,4,9.0
783,147101039,한 번에 완성하는 AI 영상 제작 with 챗GPT+소라+브루,누구나 쉽게 시작하는 숏폼 & 애니메이션 영상 제작,권유라,제이펍,2025년 06월,10%,"18,000원","20,000원","3,600",22,9.9
784,147041938,요즘 디자인을 위한 포토샵 & 일러스트레이터,실무 프로젝트로 따라 하며 배우는 디자인 실습 워크북,서영열,시프트,2025년 06월,10%,"23,400원","26,000원","2,952",8,10.0
785,146956661,스위프트 프로그래밍,모던 스위프트 개발의 핵심! 패러다임과 매크로 그리고 동시성까지,야곰,한빛미디어,2025년 05월,10%,"32,400원","36,000원",840,20,9.2
786,146874665,테디노트의 랭체인을 활용한 RAG 비법노트 : 기본편,8단계 RAG 파이프라인으로 LLM 성능을 끌어올리는 RAG 기본부터 실제 챗봇 제작까지,이경록,리코멘드,2025년 05월,10%,"30,600원","34,000원","5,832",1,10.0
787,146873112,AI 커뮤니케이션 혁명,,박성호,커뮤니케이션북스,2025년 05월,,"12,000원","12,000원",84,0,
788,146704289,AX 100배의 법칙,나와 조직의 능력을 100배 높이는 AI 경영의 실제,황재선,좋은습관연구소,2025년 06월,10%,"22,500원","25,000원","3,204",4,9.0
789,146529821,탄탄한 기초를 위한 PLC 프로그래밍(XGB series),,"김진태,이현옥",예문사,2025년 05월,10%,"26,100원","29,000원",864,2,10.0
790,146504997,유니티 게임 제작 입문,,"오연재,정승언,문수경,이민혜",길벗캠퍼스,2025년 05월,,"34,000원","34,000원",759,3,8.7
791,146335247,AI를 활용한 법률문서 작성법,김종엽 변호사가 공개하는 핵심 프롬프트,김종엽,(주)박영사,2025년 05월,,"27,000원","27,000원","2,298",6,10.0
792,146327472,러닝 랭체인,"랭체인과 랭그래프로 구현하는 RAG, 에이전트, 인지 아키텍처","메이오 오신,누노 캄포스저/강민혁역",한빛미디어,2025년 05월,10%,"25,200원","28,000원","2,994",26,9.5
793,146143006,열정민쌤의 챗GPT&AI 수업 실전서,오늘 배워서 내일 수업에 바로 쓰는 진짜 쉬운 챗GPT & AI 활용 가이드,"원정민,권혜영,신명진,이채연",한빛미디어,2025년 05월,10%,"18,000원","20,000원","5,754",39,9.7
794,145995972,내일은 파이썬 입문 + 실전 Ver.3.11,,임형래,김앤북,2025년 04월,10%,"22,500원","25,000원",522,1,10.0
795,145605150,AI와 기업 경쟁력,,이용수,커뮤니케이션북스,2025년 04월,,"12,000원","12,000원",84,0,
796,145572152,디자인 감각 제대로 키우는 법,"아이디어 발상, 레이아웃 요령까지 부족한 감각을 채워주는 모두를 위한 디자인 기본 원칙",가마타 다카시저/김현미역,시프트,2025년 05월,10%,"17,100원","19,000원","2,460",10,9.6
797,145449201,실전 ComfyUI,"비전공자도 가능한 워크플로우, 노코드 AI 이미지 생성, 원클릭 업무 자동화",우희철,디지털북스,2025년 04월,10%,"22,500원","25,000원","1,266",1,8.0
798,145338919,대체불가 AI 교사 업무 자동화,교사 업무 레벨 UP을 위한 챗GPT & 챗봇 개발 편,이승우,책바세,2025년 04월,10%,"21,600원","24,000원","1,224",11,10.0
799,145224299,IT 용어 상식 사전,현직 중고등학교 정보 선생님들이 가려뽑은 IT 키워드 108,"강소희,김주희,김지현,김희연,박수빈저 외 7명정보 더 보기/감추기강소희김주희김지현김희연박수빈오유경윤선영이두리이은무임병주정화정최보미",길벗,2025년 04월,10%,"19,800원","22,000원",450,0,
800,145048398,잘되는 가게의 스마트플레이스 컨설팅 노트,네이버 상위노출 가게들의 실전 마케팅 비법,강상현,e비즈북스,2025년 04월,10%,"17,100원","19,000원","1,776",3,9.3
801,145013501,처음부터 시작하는 Next.js / React 개발 입문,,미요시 아키저/김모세역,AK(에이케이 커뮤니케이션즈),2025년 04월,5%,"33,440원","35,200원",306,0,
802,144887048,포토샵 디자인 스킬북,,두이,영진닷컴,2025년 04월,10%,"23,400원","26,000원",348,8,10.0
803,144868498,이게 되네? 챗GPT 미친 크롤링 24제,"코드 몰라도 OK! 이걸 긁네? 기출문제, 항공권, 청약, 소상공인24, 알리, 기사, 유튜브 댓글까지 모조리 긁어오는 데이터 수집과 GPTs 업무 자동화",박현규,골든래빗,2025년 04월,10%,"23,400원","26,000원","2,982",7,9.1
804,144553215,개발자 기술 면접 노트,20년 차 카카오 면접관의 빅테크 기업 취업/이직 가이드,이남희,한빛미디어,2025년 04월,10%,"20,700원","23,000원","1,170",63,9.8
805,144538906,쉽게! 배우는 마이크로비트 창의적 코딩(with 스크래치),,"박주은,아이씨뱅큐",아이씨뱅큐,2025년 04월,10%,"16,200원","18,000원",522,5,9.6
806,144253147,된다! 업무에 바로 쓰는 구글 활용법,"구글 앱, 이제 AI 시대에 걸맞게 쓰자",이광희,이지스퍼블리싱,2025년 04월,10%,"18,900원","21,000원","4,374",18,10.0
807,144164135,포토샵 판타지 아트,,JASON KIM,영진닷컴,2025년 04월,10%,"28,800원","32,000원",132,24,10.0
808,144087363,쉽고 빠르게 익히는 실전 LLM,"최신 LLM 활용법부터 RAG, 멀티모달 트랜스포머, RLHF/RLAIF까지",시난 오즈데미르저/신병훈역,한빛미디어,2025년 03월,10%,"27,000원","30,000원",774,14,8.4
809,143973042,유튜브 AI 성공 전략 : 쇼츠로 시작해 수익화까지,AI 로 자동화하는 유튜브 4 단계 시스템 : 기획부터 업로드까지,강민형,디지털북스,2025년 04월,10%,"19,800원","22,000원",774,1,4.0
810,143837563,정보전략계획 ISP 수립 실무,환경 분석에서 이행계획 수립까지 실패하지 않는 ISP 컨설팅 노하우,한필순,북랩,2025년 03월,10%,"16,200원","18,000원",330,0,
811,143822293,코딩 자율학습 잔재미코딩의 파이썬 데이터 분석 입문,"Pandas, Plotly 사용부터 생성형 AI 활용법까지  한 권으로 배우는 데이터 분석 입문",Dave Lee,길벗,2025년 04월,10%,"23,400원","26,000원","1,662",32,9.9
812,143791545,AI 시대의 개인정보 처리,,이민영,커뮤니케이션북스,2025년 03월,,"12,000원","12,000원",72,0,
813,143646468,랭체인 & 랭그래프로 AI 에이전트 개발하기,"현직 AI Specialist에게 배우는 LLM Agents! 랭스미스, 오토젠, AutoGPT, 크루AI, 라마인덱스, M365 코파일럿 에이전트까지",서지영,길벗,2025년 03월,10%,"26,100원","29,000원",834,24,9.6
814,143533211,선생님을 위한 8282 업무 자동화 with AI+파이썬+노코드,학교 수업·행정 자동화의 모든 것! 선생님을 위한 72가지 업무 혁신 가이드,"강우혁,김송희,서승희,송석리,한솔저 외 2명정보 더 보기/감추기강우혁김송희서승희송석리한솔한준구황수빈",골든래빗,2025년 04월,10%,"25,200원","28,000원","3,954",6,10.0
815,143492268,숏폼 영상 편집 3일 만에 마스터하기 with 캡컷(Capcut),"스마트폰, PC 겸용",김근아,아티오,2025년 03월,10%,"12,600원","14,000원","1,308",0,
816,143304952,동작 원리를 그림으로 설명한 컴퓨터 구조와 운영체제,비전공자부터 개발자까지 쉽게 이해하는! 그림 해설 중심 학습서!,C.I.K,앤써북,2025년 03월,10%,"17,820원","19,800원",582,8,9.8
817,143251916,챗GPT와 함께 배우는 인공지능 엔트리 마스터하기,"챗GPT 활용부터 AI 문해력, 사고력을 쑥쑥 길러주는 학습서!","김종훈,김현경,김동건공",골든래빗,2025년 03월,10%,"19,800원","22,000원","1,434",0,
818,143049138,Do it! 스위프트로 아이폰 앱 만들기 입문,일상생활 필수 앱을 직접 만들며 배운다!,"송호정,이범근",이지스퍼블리싱,2025년 03월,10%,"32,400원","36,000원",600,4,9.5
819,143048888,인공지능 코딩 feat 엔트리와 ChatGPT,초등 교과서 내용을 챗GPT와 엔트리 인공지능 블록으로 코딩해요!,"이정은,강희정,류경림,박은영,이은정저 외 1명정보 더 보기/감추기이정은강희정류경림박은영이은정이현희",앤써북,2025년 03월,10%,"18,900원","21,000원",240,3,10.0
820,143046524,인공지능의 몸들,,심귀연,커뮤니케이션북스,2025년 02월,,"12,000원","12,000원",108,0,
821,142996257,개념탑재 오토캐드,기초 4일 완성,"정인수,이승열,김애림,이예진",피앤피북,2025년 02월,10%,"22,500원","25,000원","1,686",0,
822,142865129,와그작 한글 2022 AI+인터넷,,놀이교육콘텐츠랩,마린북스,2025년 02월,10%,"12,600원","14,000원","1,587",0,
823,142844457,컴퓨팅 사고와 정보과학 : 2024년도 기출문제집(중·고등학생용),,한국비버챌린지 (Bebras Korea),생능출판사,2025년 03월,10%,"13,500원","15,000원","1,890",10,10.0
824,142806346,그림으로 배우는 도커,개념부터 환경 구축까지 단계별로 익히는 도커,스즈키 료저/서수환역,한빛미디어,2025년 02월,10%,"29,700원","33,000원",318,13,9.1
825,142278561,NEW 쪼물쪼물 내 친구 게임 타자왕,윈도우+한컴타자,놀이교육콘텐츠랩,마린북스,2025년 02월,10%,"10,800원","12,000원","1,320",0,
826,142250534,투닝으로 시작하는 인공지능 웹툰 작가 : 초등학교 고학년용,,"툰스퀘어,박정호,강도연,김혜란,김혜진저 외 2명정보 더 보기/감추기툰스퀘어박정호강도연김혜란김혜진노상민정연채",툰스퀘어,2025년 01월,10%,"11,700원","13,000원","1,497",0,
827,142225690,AI 모델을 위한 자연어추론 데이터,,남지순,리니토북스,2025년 01월,,"26,000원","26,000원",84,0,
828,141828205,띠웅's 타이포그래피 with 프로크리에이트,몽글몽글 글씨를 그려요,띠웅,다산스마트에듀,2025년 01월,10%,"22,500원","25,000원","2,760",18,9.8
829,141799500,Wireshark로 배우는 컴퓨터 네트워크,,"김봉한,이재광",생능출판사,2025년 01월,,"39,000원","39,000원","1,224",0,
830,141797637,AI와 위험 사회,,유재흥,커뮤니케이션북스,2025년 01월,,"12,000원","12,000원",72,0,
831,141734364,AI 시대의 파이썬 데이터 분석,다양한 예제로 실습하고 프로젝트로 완성한다!,오세종,한빛아카데미,2025년 01월,,"32,000원","32,000원","1,140",0,
832,141503174,미디어 이론으로 본 AI,,김동민,커뮤니케이션북스,2025년 01월,,"12,000원","12,000원",96,1,4.0
833,141390139,파이썬 마스터,실생활 융합 예제로 배우는,"김종훈,김동건",한빛아카데미,2025년 01월,,"32,000원","32,000원","1,638",0,
834,141310358,교실에서 바로 쓰는 챗GPT 교사 활용법,프롬프트 활용법/생성형AI 활용 수업/개념기반 수업/평가 루브릭 만들기/학교 업무 활용/수업자료 만들기,유수근,앤써북,2025년 01월,10%,"17,820원","19,800원","3,258",22,9.9
835,141217787,마이크로파이썬을 활용한 사물인터넷,챗GPT로 코딩하기,양재삼,한빛아카데미,2025년 01월,,"28,000원","28,000원",144,1,10.0
836,141198810,스포츠 투어리즘과 AI,,정구현,커뮤니케이션북스,2025년 01월,,"12,000원","12,000원",162,0,
837,141196002,스토리보드 그리고 AI,,김종율,비엘북스,2025년 01월,10%,"23,400원","26,000원","1,512",1,10.0
838,140838759,Vue 3 풀스택 실전 웹 프로젝트,기초부터 고급 실전 프로젝트를 통해 포트폴리오를 구성하기까지,"김기태,김대철",남가람북스,2025년 01월,10%,"34,200원","38,000원",246,12,8.7
839,140369945,불편한 AI,멈출 수 없는 변화 속 평범한 사람을 위한 AI 리터러시 Now or Never,최경환,솔과학,2024년 12월,,"19,800원","19,800원",60,0,
840,140243622,이원철TV의 스마트폰 사용 설명서,,이원철,시대인,2024년 12월,10%,"15,300원","17,000원",324,10,10.0
841,140186612,전문가를 위한 리액트,빠르고 성능이 뛰어난 직관적인 애플리케이션 구축하기,테자스 쿠마르저/김태곤역,한빛미디어,2024년 12월,10%,"30,600원","34,000원",786,11,10.0
842,140084477,만들면서 배우는 아두이노와 40개의 작품들,기초 작품부터 다양한 사물인터넷 및 인공지능 작품 만들기까지,장문철,앤써북,2024년 12월,10%,"22,950원","25,500원","1,692",3,10.0
843,140073344,프로덕트 개발의 모든 것,13년 차 PO의 성공적인 제품 개발 전략과 노하우 & 마인드셋,김수재,비제이퍼블릭(BJ퍼블릭),2024년 12월,10%,"14,850원","16,500원",108,11,9.8
844,140049541,Amazon Bedrock으로 시작하는 실전 생성형 AI 개발,이제 AI도 당신의 개발 도구가 된다 - 실무자를 위한 AWS Gen AI 완벽 가이드,"임지훈,최성우",디지털북스,2025년 01월,10%,"19,800원","22,000원",708,8,10.0
845,140037547,매출과 구매전환율을 높이는 상세페이지 기획&디자인,"쇼핑몰, 쿠팡/G마켓/옥션, 스마트스토어, 오픈마켓을 위한 포토샵 상세페이지 대백과",조수진,비제이퍼블릭,2024년 12월,10%,"29,700원","33,000원",654,13,9.8
846,139943057,스마트폰 기초 따라하기,,김수진,아티오,2025년 01월,10%,"9,000원","10,000원",408,0,
847,139899548,손으로 배우는 코딩 (언플러그드+엔트리),,김한나저/KIE 기획연구실감수,아카데미소프트,2024년 11월,10%,"12,600원","14,000원",762,0,
848,139882194,생성형 AI를 활용한 게임 개발,"ChatGPT, Tensor.Art, Udio",정금호,로드북,2024년 12월,10%,"24,300원","27,000원",330,1,8.0
849,139872526,"AI와 연구자들, 사례와 방법",,유용균,커뮤니케이션북스,2024년 12월,,"12,000원","12,000원",84,0,
850,139869756,모두를 위한 소프트웨어 보안 설계와 구현,"취약점 분석부터 위협 모델링과 완화 전략, 보안 패턴, 암호화까지 안전한 소프트웨어의 모든 것","로렌 콘펠더저/김영기,박기성역",책만,2024년 12월,10%,"28,800원","32,000원",552,3,10.0
851,139859964,마인크래프트 건축 가이드 미니 프로젝트 4,,Mojang Studio저/이주안역,영진닷컴,2024년 12월,10%,"10,800원","12,000원","1,260",5,10.0
852,139786609,데이터 과학 기반의 파이썬 빅데이터 분석,,이지영,한빛아카데미,2024년 11월,,"31,000원","31,000원","2,220",0,
853,139756585,Do it! 코드 없이 배우는 데이터 분석 with 오렌지3,,권서림,이지스퍼블리싱,2024년 12월,10%,"16,920원","18,800원","1,725",5,10.0
854,139756583,스프링 6와 스프링 부트 3로 배우는 모던 API 개발,"Java 17과 Spring Boot 3 기반의 REST, gRPC, GraphQL을 활용한 반응형 API 설계","소라브 샤르마저/김광영,문종민,박천구역",위키북스,2024년 12월,10%,"28,800원","32,000원",492,2,2.0
855,139734696,혁펜하임의 Easy! 딥러닝,,혁펜하임,북엔드,2024년 11월,10%,"31,500원","35,000원","3,222",34,9.9
856,139734112,트랜스폼드,실리콘밸리의 혁신을 이끄는 프로덕트 운영 전략과 사례,마티 케이건저/옥지혜역,제이펍,2024년 12월,10%,"22,500원","25,000원",372,7,10.0
857,139703862,파이썬으로 배우는 통계학 교과서,"기술통계, 통계모델, 선형모델, 머신러닝까지 통계학 입문을 위한 이론과 실전 가이드",바바 신야저/윤웅식역,한빛미디어,2024년 11월,10%,"32,400원","36,000원",750,10,9.2
858,139638401,실무에 바로 쓰는 일잘러의 제안서 작성법,제안서부터 프레젠테이션까지 치열한 경쟁에서 승리하기 위한 실전 가이드,박서윤,제이펍,2024년 11월,10%,"15,120원","16,800원",714,15,9.9
859,139603748,하루 한 장 UX의 법칙 100,바쁜 기획자와 디자이너를 위한 원포인트 UX/UI 디자인 레슨,아이린 페레이라저/현호영역,유엑스리뷰,2024년 11월,10%,"25,200원","28,000원",384,25,9.9
860,139591837,AGI의 시대,"인간을 초월한 인공지능, AGI를 논하다",한상기,한빛미디어,2024년 11월,10%,"19,800원","22,000원","1,758",20,9.5
861,139563085,"AI로 이미지, 영상, 음악 한 번에 끝내기",누구나 쉽게 따라 하는 디지털 콘텐츠 만들기,이현,천그루숲,2024년 11월,10%,"16,200원","18,000원","1,140",14,9.6
862,138929285,GitOps Cookbook,"커스터마이즈, 헬름, 텍톤, Argo CD를 활용한 쿠버네티스 CI/CD 구축하기","나탈리 빈토,알렉스 소토 부에노저/이병준역",인사이트(insight),2024년 11월,10%,"22,500원","25,000원",444,1,10.0
863,138336025,MINECRAFT 어드벤처 MISSION 1,,놀이교육콘텐츠랩,마린북스,2024년 11월,10%,"13,500원","15,000원",396,0,
864,138273337,현장 중심의 프로젝트 매니지먼트,24년 경력 PM이 알려주는 실전 프로젝트 매니지먼트의 모든 것,하시모토 마사요시저/정인식역,제이펍,2024년 11월,10%,"19,800원","22,000원",360,15,9.7
865,136883319,나는 해외구매대행으로 한 달에 월급을 두 번 받는다,똑똑한 해외구매대행으로 쏠쏠한 N잡러 되기,제노,위키북스,2024년 11월,10%,"21,600원","24,000원","1,458",5,10.0
866,136298430,데이터과학자를 위한 통계분석 STATA & Python,,"민인식,최필선",지필출판사(지필미디어),2024년 10월,,"32,000원","32,000원",132,0,
867,136274608,망고보드 AI로 나도 이제 디자이너,,놀이교육콘텐츠랩,마린북스,2024년 11월,10%,"13,500원","15,000원",810,2,9.0
868,135856583,디스플레이 이야기 4,유기 발광 다이오드 상식 알아가기,주병권,열린책빵,2024년 10월,10%,"10,800원","12,000원",204,0,
